name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Total defending,Marking,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,International reputation,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace
P. Roberts RM RW CAM,25,70,71,"Sunderland
2022 ~ 2024",221982,"167cm / 5'6""",66kg / 146lbs,Left,71,CAM,1,€1.9M,€10K,€3.8M,292,64,65,43,68,52,325,77,66,49,61,72,398,82,78,91,59,88,264,64,43,55,33,69,258,38,21,66,71,62,74,78,37,22,19,46,12,7,8,7,12,1661,355,1,80,65,66,76,28
Unai López CDM CAM,26,74,75,"Rayo Vallecano
2021 ~ 2024",222390,"170cm / 5'7""",68kg / 150lbs,Right,76,CAM,1,€4.4M,€16K,€9.6M,332,73,71,51,82,55,380,72,75,79,76,78,389,73,69,84,75,88,363,76,77,78,62,70,339,72,71,68,74,54,73,198,69,70,59,62,9,13,12,13,15,2063,430,1,71,70,77,76,67
R. Karsdorp RM RWB RB,27,79,79,"Roma
2017 ~ 2025",222558,"184cm / 6'0""",80kg / 176lbs,Right,79,RM,0,€18.5M,€66K,€31.5M,349,78,53,70,79,69,366,77,70,60,76,83,388,79,89,70,80,70,381,75,73,85,79,69,355,79,77,77,70,52,78,229,76,78,75,65,13,7,14,16,15,2133,457,2,85,63,75,78,76
22 Z. Yavru RB CDM,29,67,67,"Giresunspor
2021 ~ 2023",223134,"178cm / 5'10""",78kg / 172lbs,Right,67,RB,0,€900K,€5K,€1.8M,284,67,40,60,63,54,331,67,69,68,62,65,344,68,64,71,64,77,339,70,67,74,68,60,301,67,65,62,48,59,60,195,67,66,62,48,8,11,13,7,9,1842,381,1,66,53,61,67,65
O. Tufan CM CAM CDM,27,73,73,"Hull City
2022 ~ 2025",223154,"185cm / 6'1""",88kg / 194lbs,Right,74,CAM,0,€3.2M,€15K,€6.1M,346,68,70,69,74,65,355,75,69,65,72,74,367,74,77,75,72,69,383,82,71,75,78,77,373,79,72,75,72,75,73,210,68,72,70,50,6,14,8,7,15,2084,442,1,76,74,71,74,70
S. Rochet GK,29,78,79,"Nacional
2019 ~ 2023",223690,"190cm / 6'3""",85kg / 187lbs,Right,78,GK,1,€11M,€850,€25M,88,14,13,17,27,17,100,19,18,15,24,24,243,49,48,30,68,48,238,50,62,39,70,17,118,18,24,20,32,24,37,43,14,12,17,382,80,78,67,76,81,1212,431,1,80,78,67,81,49
P. Bernardoni GK,25,74,77,"Angers SCO
2020 ~ 2024",223898,"190cm / 6'3""",78kg / 172lbs,Left,74,GK,3,€4.3M,€14K,€8.9M,91,12,13,21,28,17,98,16,15,18,24,25,180,31,27,21,67,34,244,54,70,36,68,16,112,29,25,15,24,19,55,46,16,12,18,369,74,71,72,74,78,1140,398,2,74,71,72,78,29
David Soria GK,29,82,82,"Getafe
2018 ~ 2023",223952,"192cm / 6'4""",85kg / 187lbs,Right,82,GK,0,€21M,€32K,€44.1M,101,15,19,24,24,19,102,16,23,11,33,19,254,49,34,49,80,42,252,55,61,43,75,18,122,24,18,12,45,23,58,48,22,13,13,401,82,81,73,81,84,1280,444,1,82,81,73,84,43
C. Humphreys-Grant CB,23,68,74,"Rotherham United
2022 ~ 2025",223963,"185cm / 6'1""",82kg / 181lbs,Right,70,CB,6,€1.7M,€6K,€3.5M,224,48,24,69,57,26,222,45,33,35,51,58,325,60,67,64,69,65,301,44,81,65,78,33,258,64,68,47,39,40,58,204,65,71,68,55,7,14,16,12,6,1589,338,1,64,32,48,54,68
T. Ebuehi RB,26,75,76,"Empoli
2022 ~ 2025",224213,"187cm / 6'2""",72kg / 159lbs,Right,75,RB,1,€6M,€11K,€11.3M,290,72,48,62,70,38,286,74,55,33,55,69,386,83,90,77,74,62,344,68,89,78,69,40,291,71,68,64,41,47,63,210,72,68,70,65,8,16,16,11,14,1872,412,1,87,51,60,72,69
N. Olij GK,26,73,77,"Sparta Rotterdam
2022 ~ 2026",224241,"188cm / 6'2""",74kg / 163lbs,Right,73,GK,4,€3.3M,€7K,€5M,97,18,17,16,26,20,100,12,16,20,27,25,260,45,46,31,70,68,201,49,57,26,52,17,134,24,27,20,36,27,31,39,9,14,16,355,74,71,65,71,74,1186,400,1,74,71,65,74,45
A. Buksa ST,25,73,75,"Lens
2022 ~ 2023",224438,"193cm / 6'4""",88kg / 194lbs,Left,75,ST,2,€3.9M,€26K,€7.7M,330,47,73,75,67,68,284,71,54,46,43,70,318,66,65,62,76,49,370,75,82,69,75,69,298,68,24,77,63,66,72,75,31,23,21,50,7,13,10,6,14,1725,366,1,65,72,57,69,31
E. Skhiri CDM CM,27,79,80,"FC Köln
2019 ~ 2023",225126,"185cm / 6'1""",74kg / 163lbs,Right,79,CDM,1,€18M,€31K,€33.8M,354,67,73,75,79,60,354,76,72,55,74,77,344,65,63,74,78,64,381,75,76,91,67,72,358,77,85,72,66,58,77,230,80,79,71,65,15,14,8,14,14,2086,438,2,64,72,72,76,79
R. Coetzee CDM CB,25,72,77,"Mamelodi Sundowns
2017 ~ 2024",225137,"180cm / 5'11""",76kg / 168lbs,Right,73,CDM,5,€3.1M,€850,€7.1M,241,48,24,66,76,27,273,62,33,33,75,70,334,78,74,45,68,69,273,35,74,69,68,27,261,43,79,33,60,46,71,219,74,74,71,57,14,12,8,11,12,1658,370,1,76,29,63,64,74
K. Nisbet ST,25,70,73,"Hibernian
2020 ~ 2024",225317,"180cm / 5'11""",75kg / 165lbs,Right,72,ST,3,€2.1M,€6K,€3.8M,327,53,76,65,66,67,325,66,63,65,63,68,343,66,69,71,67,70,347,71,66,74,70,66,311,64,40,72,68,67,69,96,30,34,32,50,7,13,10,7,13,1799,378,1,68,72,63,68,37
K. Grant ST LW RW,24,71,74,"West Bromwich Albion
2020 ~ 2026",225668,"182cm / 6'0""",70kg / 154lbs,Right,73,ST,3,€2.6M,€21K,€5.1M,328,66,71,62,66,63,312,72,63,63,43,71,378,85,87,73,70,63,363,74,72,76,71,70,278,35,29,72,67,75,63,87,40,23,24,63,11,10,13,15,14,1809,388,1,86,71,62,71,33
A. Diallo CB LB,26,78,80,"RB Leipzig
Jun 30, 2023 On loan",225711,"187cm / 6'2""",79kg / 174lbs,Left,80,CB,2,€15.5M,€65K,€0,301,68,38,78,78,39,314,72,58,32,76,76,365,69,74,71,76,75,309,51,84,73,77,24,322,74,77,61,69,41,78,236,78,78,80,41,12,7,7,7,8,1888,410,2,72,39,71,74,78
T. Cantwell CAM CM LM,24,73,76,"Rangers
2023 ~ 2027",225748,"177cm / 5'10""",70kg / 154lbs,Right,75,CAM,3,€4.2M,€34K,€7.9M,313,65,69,43,74,62,351,73,70,64,67,77,371,74,71,80,72,74,289,65,46,66,45,67,293,48,41,72,74,58,74,121,47,44,30,63,10,8,14,15,16,1801,378,1,72,67,70,75,43
D. Verde RW RM CAM,26,74,75,"Spezia
2021 ~ 2025",225844,"168cm / 5'6""",63kg / 139lbs,Left,74,RW,1,€5M,€18K,€9.4M,315,70,71,46,68,60,379,77,85,77,63,77,415,83,81,89,70,92,300,84,38,64,33,81,291,58,24,68,70,71,71,113,41,37,35,54,7,12,14,9,12,1867,386,1,82,75,69,78,36
P. Stojanović RB,26,74,75,"Empoli
2022 ~ 2025",225995,"178cm / 5'10""",72kg / 159lbs,Right,74,RB,1,€4.5M,€10K,€8.4M,300,77,41,60,73,49,338,72,66,54,73,73,358,79,77,66,65,71,332,68,68,81,64,51,330,83,66,65,62,54,60,216,67,76,73,44,7,8,11,11,7,1918,411,1,78,51,70,71,69
R. Manning LWB LB,26,73,74,"Swansea City
2020 ~ 2023",226012,"173cm / 5'8""",72kg / 159lbs,Left,73,LWB,1,€3.3M,€21K,€6.5M,295,74,58,57,70,36,353,72,71,70,69,71,355,66,67,73,71,78,352,65,76,83,65,63,343,70,69,66,72,66,67,203,68,69,66,53,12,6,11,12,12,1954,408,1,67,60,71,72,67
D. Wynne LB CB,27,62,62,"New Zealand
Free",226057,"178cm / 5'10""",75kg / 165lbs,Left,62,LB,0,€0,€0,€0,236,60,32,56,57,31,272,57,51,50,54,60,332,72,67,61,59,73,273,45,71,57,67,33,263,67,59,53,43,41,53,175,58,58,59,50,12,7,13,9,9,1601,341,1,69,36,54,59,58
Trezeguet LW LM,27,76,76,"Trabzonspor
2022 ~ 2026",226078,"180cm / 5'11""",71kg / 157lbs,Right,76,LW,0,€8M,€37K,€15.2M,328,74,74,42,75,63,356,81,67,63,68,77,372,78,77,78,68,71,359,76,63,79,67,74,292,54,22,71,75,70,74,109,39,43,27,50,8,10,15,10,7,1866,405,3,77,74,73,78,36
C. Adams ST,25,75,77,"Southampton
2019 ~ 2024",226093,"178cm / 5'10""",70kg / 154lbs,Right,77,ST,2,€7M,€48K,€13.8M,332,55,74,63,70,70,324,72,63,59,53,77,385,78,81,78,74,74,392,86,76,77,78,75,318,74,36,77,62,69,70,111,33,42,36,65,16,13,12,15,9,1927,409,1,80,76,62,74,40
Akieme LB LWB LM,24,73,78,"Almería
2021 ~ 2026",226103,"175cm / 5'9""",74kg / 163lbs,Left,73,LB,5,€4.3M,€16K,€9.8M,265,69,40,65,70,21,271,67,45,36,48,75,377,78,79,73,65,82,323,55,83,76,65,44,283,71,69,58,45,40,54,211,68,71,72,61,8,11,14,15,13,1791,391,1,79,44,59,70,69
J. Gorenc Stanković CDM,26,73,74,"Sturm Graz
2020 ~ 2025",226129,"190cm / 6'3""",78kg / 172lbs,Right,74,CB,1,€3.2M,€16K,€5M,266,41,44,72,70,39,281,64,52,29,64,72,257,44,45,49,67,52,314,59,55,81,81,38,302,69,76,53,64,40,75,226,77,75,74,46,9,10,12,8,7,1692,367,1,45,46,59,65,75
M. Eggestein CDM CM,25,75,76,"SC Freiburg
2021 ~ 2025",226168,"181cm / 5'11""",75kg / 165lbs,Right,75,CDM,1,€6M,€22K,€10.7M,317,67,59,65,76,50,332,72,64,48,73,75,334,63,55,70,77,69,349,77,53,84,72,63,333,70,74,61,68,60,75,218,70,76,72,61,15,10,13,15,8,1944,411,2,59,63,70,73,72
André Horta CM CDM,25,77,80,"Sporting Braga
2019 ~ 2027",226370,"175cm / 5'9""",62kg / 137lbs,Right,79,CM,3,€14M,€15K,€29.1M,339,72,68,51,81,67,357,77,68,58,77,77,391,73,73,86,78,81,372,75,76,83,65,73,341,68,68,72,76,57,76,202,69,69,64,54,6,15,15,10,8,2056,435,1,73,70,76,78,67
Kaku CAM LM,27,78,78,"Al Taawon
2021 ~ 2024",226376,"171cm / 5'7""",68kg / 150lbs,Left,78,CAM,0,€15M,€29K,€24.8M,314,77,70,30,80,57,389,77,80,74,79,79,404,82,80,87,74,81,326,70,52,70,59,75,333,72,42,70,81,68,71,173,65,53,55,51,12,14,7,7,11,1990,424,2,81,70,79,78,52
K. Dowell RM CAM CM,24,72,74,"Norwich City
2020 ~ 2023",226401,"185cm / 6'1""",70kg / 154lbs,Left,74,CAM,2,€3M,€26K,€5.9M,327,66,68,53,75,65,370,74,76,75,70,75,337,62,67,69,70,69,326,80,57,63,53,73,289,45,33,73,74,64,73,112,45,37,30,50,8,13,7,14,8,1811,375,1,65,71,72,73,40
Pablo Fornals LM CAM,26,77,77,"West Ham United
2019 ~ 2024",226456,"178cm / 5'10""",67kg / 148lbs,Right,77,LM,0,€11.5M,€61K,€21.9M,344,77,65,50,80,72,373,76,71,70,75,81,357,68,64,76,74,75,354,77,50,82,67,78,353,72,72,75,79,55,77,213,70,72,71,54,9,11,12,7,15,2048,431,2,66,70,78,77,69
D. Valoyes RM LM ST,25,74,75,"Talleres Córdoba
2018 ~ 2025",226604,"181cm / 5'11""",76kg / 168lbs,Right,74,RM,1,€5M,€14K,€7.9M,332,71,70,59,67,65,338,74,67,59,66,72,396,86,90,82,71,67,338,70,65,71,67,65,310,65,37,75,68,65,77,150,53,49,48,50,8,12,12,11,7,1914,415,1,88,69,67,74,49
C. Larin ST,27,74,74,"Real Valladolid
Jun 30, 2023 On loan",226777,"188cm / 6'2""",90kg / 198lbs,Right,74,ST,0,€4.6M,€24K,€0,346,69,75,74,67,61,301,70,66,50,47,68,327,68,75,63,73,48,375,80,68,73,87,67,287,60,22,75,67,63,65,66,21,25,20,48,12,9,8,12,7,1750,382,1,72,73,64,68,28
Diego González CB,27,71,73,"Elche
2020 ~ 2024",227106,"185cm / 6'1""",83kg / 183lbs,Left,73,CB,2,€2M,€12K,€4.6M,269,71,25,71,69,33,275,55,59,34,66,61,306,67,65,68,70,36,305,50,75,69,77,34,278,74,72,45,45,42,67,212,73,69,70,42,7,7,8,8,12,1687,366,1,66,34,62,59,71
Álex Remiro GK,27,83,85,"Real Sociedad
2019 ~ 2027",227127,"192cm / 6'4""",79kg / 174lbs,Right,83,GK,2,€33M,€37K,€71.8M,89,12,13,13,36,15,105,19,14,17,29,26,273,40,46,69,78,40,251,59,66,42,73,11,124,34,20,11,35,24,55,49,14,17,18,410,84,77,79,85,85,1301,452,1,84,77,79,85,42
A. Rossi GK,26,79,83,"Al Nassr
Jun 30, 2023 On loan",227275,"195cm / 6'5""",95kg / 209lbs,Right,79,GK,4,€19M,€16K,€0,102,17,14,19,35,17,130,21,29,21,33,26,233,39,43,35,79,37,246,54,62,35,76,19,140,24,25,16,52,23,53,65,27,21,17,387,80,76,72,79,80,1303,428,1,80,76,72,80,41
S. Spierings CDM CM,26,76,79,"Toulouse
2020 ~ 2023",227622,"188cm / 6'2""",83kg / 183lbs,Right,77,CDM,3,€9M,€18K,€18.7M,284,48,64,45,77,50,355,69,70,68,76,72,323,59,59,68,71,66,357,72,62,76,77,70,343,71,77,54,67,74,72,226,77,77,72,64,15,15,6,14,14,1952,411,1,59,66,68,70,73
M. Romero ST LW,23,71,76,"Racing Club
Dec 31, 2023 On loan",227903,"180cm / 5'11""",76kg / 168lbs,Right,73,ST,5,€2.9M,€11K,€0,327,45,70,74,65,73,260,63,41,46,43,67,344,74,75,67,68,60,367,76,81,70,75,65,279,63,29,71,57,59,64,77,25,27,25,69,15,10,16,14,14,1723,367,1,75,70,54,65,31
Yeray CB,27,81,82,"Athletic Club
2014 ~ 2026",227950,"182cm / 6'0""",79kg / 174lbs,Right,82,CB,1,€26M,€33K,€56.6M,304,54,42,75,78,55,319,57,58,51,79,74,340,61,68,55,83,73,347,69,90,68,77,43,331,83,86,39,62,61,79,248,83,83,82,52,12,9,8,12,11,1941,407,2,65,49,68,65,83
Pedraza LB,26,78,79,"Villarreal
2014 ~ 2026",228302,"184cm / 6'0""",73kg / 161lbs,Left,78,LB,1,€15M,€31K,€32.6M,352,76,72,67,74,63,352,77,74,57,68,76,380,79,82,76,75,68,373,78,69,82,75,69,349,69,72,75,69,64,66,226,74,77,75,51,12,6,14,7,12,2083,450,1,81,72,72,76,74
Matheus Pereira CAM CM RW,26,74,77,"Al Hilal
2021 ~ 2026",228414,"176cm / 5'9""",80kg / 176lbs,Left,76,CAM,3,€5.5M,€32K,€9.8M,328,75,65,43,76,69,375,78,78,72,70,77,367,70,69,76,69,83,340,72,67,67,62,72,318,61,39,70,79,69,68,109,43,37,29,66,15,12,15,15,9,1903,391,1,69,68,75,77,39
D. Bertaud GK,24,73,78,"Montpellier
2017 ~ 2025",228616,"180cm / 5'11""",85kg / 187lbs,Right,73,GK,5,€3.7M,€12K,€7.7M,105,14,15,19,38,19,110,18,20,14,33,25,270,52,55,35,67,61,245,54,65,42,65,19,110,30,25,12,25,18,48,52,14,17,21,361,73,69,72,72,75,1253,414,1,73,69,72,75,53
H. Moukoudi CB,24,75,78,"AEK Athens
2022 ~ 2026",228732,"191cm / 6'3""",96kg / 212lbs,Right,77,CB,3,€7M,€1K,€15.9M,230,31,27,77,68,27,221,40,30,29,62,60,249,41,51,40,69,48,302,45,65,74,91,27,285,85,73,39,50,38,74,221,73,76,72,62,12,14,12,15,9,1570,339,1,47,32,52,50,74
Ó. Estupiñán ST,25,73,76,"Hull City
2022 ~ 2025",228761,"182cm / 6'0""",87kg / 192lbs,Left,75,ST,3,€4.1M,€16K,€8.1M,329,46,74,82,58,69,305,67,61,60,47,70,350,70,69,65,73,73,384,77,85,75,80,67,293,80,24,77,48,64,67,84,30,30,24,51,11,11,14,9,6,1796,374,1,69,73,52,68,33
V. Marchetti CDM CM LB,24,71,76,"Ajaccio
2020 ~ 2024",228774,"181cm / 5'11""",71kg / 157lbs,Left,72,CDM,5,€2.6M,€10K,€5.4M,307,62,48,62,76,59,325,69,61,58,67,70,350,68,68,78,68,68,328,63,61,73,71,60,317,68,66,60,66,57,68,207,68,70,69,56,12,10,10,15,9,1890,399,1,68,55,68,70,68
M. Caillard GK,28,68,70,"Metz
2020 ~ 2024",211398,"191cm / 6'3""",87kg / 192lbs,Right,68,GK,2,€1M,€3K,€1.8M,75,13,9,13,32,8,84,11,15,7,27,24,228,48,39,34,62,45,225,50,54,33,75,13,79,25,15,7,14,18,53,32,8,15,9,339,68,67,66,69,69,1062,383,1,68,67,66,69,44
K. Akpoguma CB RWB,27,74,76,"TSG Hoffenheim
2013 ~ 2024",211856,"192cm / 6'4""",85kg / 187lbs,Right,76,CB,2,€4.5M,€26K,€8M,286,65,45,73,68,35,275,73,40,27,62,73,337,75,81,54,76,51,318,70,66,65,79,38,282,69,74,45,46,48,60,222,75,76,71,56,14,13,10,12,7,1776,403,2,78,48,59,70,75
M. Lowe LWB LB,25,72,75,"Sheffield United
2020 ~ 2024",212100,"175cm / 5'9""",74kg / 163lbs,Left,72,LWB,3,€2.9M,€18K,€5.7M,279,64,41,66,67,41,293,74,42,38,66,73,371,78,81,74,69,69,304,62,71,69,66,36,309,63,68,66,62,50,63,209,66,74,69,53,12,11,8,13,9,1818,397,1,80,46,63,73,69
L. Marković RM LM,28,73,73,"Trabzonspor
May 31, 2023 On loan",212125,"175cm / 5'9""",65kg / 143lbs,Right,74,RW,0,€3.1M,€16K,€0,331,69,64,58,72,68,360,78,79,62,64,77,405,81,85,89,72,78,305,65,78,49,49,64,300,41,49,70,70,70,72,108,32,39,37,45,8,9,15,6,7,1854,386,2,83,65,70,78,41
P. Frankowski RWB LWB,27,78,78,"Lens
2021 ~ 2026",212138,"175cm / 5'9""",70kg / 154lbs,Right,78,RWB,0,€13.5M,€32K,€25.7M,354,78,71,57,76,72,357,76,71,62,72,76,410,92,91,74,78,75,372,73,74,83,70,72,360,69,67,74,74,76,75,204,66,70,68,53,7,14,13,8,11,2110,453,1,91,72,74,76,67
M. Meyer CAM CM,26,73,74,"Luzern
2022 ~ 2024",212150,"173cm / 5'8""",68kg / 150lbs,Right,74,CAM,1,€3.6M,€13K,€5.5M,318,74,70,37,77,60,377,74,78,76,75,74,372,74,54,84,72,88,315,68,59,70,58,60,348,69,66,67,77,69,77,194,69,63,62,58,8,12,13,11,14,1982,408,2,63,67,76,76,63
R. Gagliardini CDM CM,28,74,74,"Inter
2017 ~ 2023",212153,"188cm / 6'2""",77kg / 170lbs,Right,74,CDM,0,€3.7M,€44K,€6.3M,332,64,54,73,73,68,332,71,68,49,70,74,299,50,55,62,70,62,359,76,66,69,75,73,332,78,74,68,72,40,73,226,75,76,75,42,12,6,8,7,9,1922,405,2,53,63,69,71,75
N. Süle CB RB,26,85,87,"Borussia Dortmund
2022 ~ 2026",212190,"195cm / 6'5""",99kg / 218lbs,Right,86,CB,2,€59M,€72K,€104.7M,293,48,33,84,79,49,282,60,43,38,77,64,304,60,84,34,82,44,359,78,60,65,94,62,307,86,81,42,66,32,82,259,83,89,87,58,15,7,14,7,15,1862,416,3,73,49,66,60,85
N. Stanciu CM CAM,29,79,79,"Wuhan Three Towns
2022 ~ 2024",212207,"170cm / 5'7""",63kg / 139lbs,Right,80,CAM,0,€17M,€26K,€27.2M,368,78,73,66,81,70,413,80,84,85,83,81,411,79,74,90,78,90,372,77,67,90,60,78,354,69,60,75,82,68,78,186,62,63,61,56,14,7,13,10,12,2160,446,2,76,75,81,82,62
R. Andrich CDM CM,27,81,82,"Bayer 04 Leverkusen
2021 ~ 2026",212242,"186cm / 6'1""",86kg / 190lbs,Right,81,CDM,1,€26.5M,€57K,€47M,368,71,74,74,79,70,382,74,78,76,78,76,313,59,55,59,79,61,415,84,81,87,83,80,375,88,80,72,73,62,73,237,80,80,77,54,7,9,10,13,15,2144,446,2,57,76,76,73,79
Ivan Cavaleiro LM LW ST,28,72,72,"Alanyaspor
May 31, 2023 On loan",212267,"175cm / 5'9""",73kg / 161lbs,Right,72,LM,0,€2.4M,€38K,€0,334,68,70,64,67,65,337,72,73,57,60,75,380,79,84,76,65,76,339,76,53,64,78,68,313,70,37,68,69,69,60,102,24,42,36,62,13,15,12,9,13,1867,400,1,82,70,66,73,37
C. Njie RM ST,28,71,71,"Sivasspor
2022 ~ 2024",212273,"175cm / 5'9""",68kg / 150lbs,Right,71,RM,0,€1.9M,€12K,€3.8M,333,67,67,64,66,69,312,72,65,46,58,71,389,79,81,77,71,81,334,75,68,68,61,62,281,62,32,71,60,56,71,81,24,30,27,52,13,10,9,9,11,1782,378,1,80,67,63,73,32
A. Masuaku LB LWB,28,76,76,"Beşiktaş
2022 ~ 2026",212491,"179cm / 5'10""",80kg / 176lbs,Left,76,LB,0,€7M,€43K,€13.3M,327,76,52,63,75,61,369,80,75,63,73,78,385,77,78,77,74,79,373,74,70,79,78,72,321,68,69,65,70,49,76,214,67,74,73,39,8,7,10,7,7,2028,437,1,78,61,73,79,70
L. Dendoncker CM CDM,27,75,75,"Aston Villa
2022 ~ 2025",212501,"188cm / 6'2""",88kg / 194lbs,Right,77,CB,0,€6M,€63K,€11.4M,358,73,62,77,78,68,363,71,71,68,77,76,301,52,68,55,72,54,394,83,74,79,85,73,351,74,76,75,71,55,77,227,74,78,75,56,14,8,14,14,6,2050,432,2,61,69,75,70,76
D. Selke ST,27,72,72,"FC Köln
2023 ~ 2024",212626,"195cm / 6'5""",84kg / 185lbs,Right,72,ST,0,€2.5M,€21K,€4.5M,326,40,72,77,63,74,285,69,65,40,44,67,337,69,69,66,72,61,354,75,71,66,77,65,314,84,29,73,57,71,64,92,33,39,20,55,12,11,7,11,14,1763,373,1,69,71,53,68,37
Rony Lopes RW LM CAM,26,75,75,"Troyes
Jun 30, 2023 On loan",212692,"174cm / 5'9""",68kg / 150lbs,Left,75,RW,0,€6M,€26K,€0,314,75,71,38,74,56,373,77,76,73,69,78,393,82,73,83,67,88,336,76,55,68,62,75,278,39,29,72,73,65,72,85,30,28,27,56,11,10,12,12,11,1835,389,1,77,72,73,78,30
D. Yedlin RB RWB,28,69,69,"Inter Miami
2022 ~ 2025",212722,"171cm / 5'7""",75kg / 165lbs,Right,69,RB,0,€1.3M,€4K,€2M,278,61,39,55,63,60,272,62,70,28,52,60,409,87,87,88,67,80,354,73,88,76,66,51,296,73,66,62,57,38,63,191,64,64,63,51,7,15,7,11,11,1851,394,1,87,50,58,65,63
20 Gabriel Barbosa ST RW,22,81,85,"Inter
2016 ~ 2024",212823,"178cm / 5'10""",68kg / 150lbs,Left,80,CF,4,€23.5M,€71K,€41.7M,384,72,83,74,75,80,361,82,75,62,58,84,409,79,77,87,84,82,367,81,76,83,59,68,335,67,27,85,71,85,76,76,30,27,19,44,10,7,9,9,9,1976,410,2,78,80,70,83,32
C. Morris ST,26,72,72,"Luton Town
2022 ~ 2025",213152,"185cm / 6'1""",85kg / 187lbs,Right,72,ST,0,€2.6M,€27K,€4.9M,312,48,73,71,60,60,273,67,44,48,45,69,346,74,76,66,70,60,371,75,78,68,82,68,305,63,39,74,65,64,68,77,24,25,28,59,7,14,12,14,12,1743,375,1,75,71,55,67,32
K. Acosta CM CDM,26,72,73,"Los Angeles FC
2022 ~ 2027",213209,"177cm / 5'10""",68kg / 150lbs,Right,73,CM,1,€2.7M,€7K,€4.3M,326,70,60,66,75,55,361,71,77,73,68,72,371,76,76,74,73,72,396,79,84,90,70,73,346,78,67,66,69,66,73,196,65,68,63,46,12,7,12,8,7,2042,430,1,76,67,72,72,66
I. Fossum CM,25,70,73,"AaB
2019 ~ 2023",213777,"180cm / 5'11""",73kg / 161lbs,Right,72,CAM,3,€2.1M,€9K,€2.8M,323,63,68,61,68,63,346,70,70,67,67,72,355,71,67,72,69,76,375,72,75,91,70,67,329,63,65,72,69,60,69,190,60,68,62,47,6,6,7,15,13,1965,413,1,69,68,67,71,64
J. Castelletto CB,27,74,75,"Nantes
2020 ~ 2026",213868,"186cm / 6'1""",78kg / 172lbs,Right,75,CB,1,€4.2M,€20K,€8.7M,238,47,18,78,63,32,253,57,49,23,57,67,313,69,67,63,68,46,309,50,87,71,75,26,278,76,74,56,36,36,59,220,73,74,73,63,12,14,14,14,9,1674,359,1,68,30,51,61,74
É. Balanta CDM CM,29,72,72,"Schalke 04
Jun 30, 2023 On loan",213899,"181cm / 5'11""",84kg / 185lbs,Left,73,CB,0,€2M,€17K,€0,256,45,36,70,70,35,280,68,35,42,68,67,331,67,61,62,70,71,335,65,70,78,88,34,323,85,70,62,63,43,75,212,71,71,70,56,9,14,11,12,10,1793,390,1,64,43,60,68,71
Fábio Cardoso CB,28,77,78,"Porto
2021 ~ 2026",213917,"187cm / 6'2""",81kg / 179lbs,Right,78,CB,1,€10M,€14K,€20.8M,230,35,22,76,71,26,256,65,33,29,67,62,319,62,60,64,76,57,322,60,79,76,82,25,270,82,76,32,41,39,68,232,79,77,76,56,7,14,12,15,8,1685,367,1,61,32,53,64,77
L. Janson LW LM,27,74,74,"Vélez Sarsfield
2019 ~ 2025",215202,"171cm / 5'7""",66kg / 146lbs,Right,74,LW,0,€4.5M,€15K,€6.8M,351,66,72,77,68,68,328,75,59,53,65,76,413,86,80,90,66,91,363,65,92,77,58,71,316,63,37,75,67,74,73,111,35,37,39,56,12,12,8,9,15,1938,402,1,83,70,66,77,41
W. Benítez GK,29,80,81,"PSV
2022 ~ 2025",215223,"191cm / 6'3""",93kg / 205lbs,Right,80,GK,1,€16M,€19K,€23.6M,80,12,14,13,28,13,103,19,20,17,27,20,263,48,48,47,75,45,250,54,62,40,80,14,137,28,21,17,46,25,62,54,17,20,17,394,80,79,72,80,83,1281,442,2,80,79,72,83,48
G. Rulli GK,30,82,82,"Ajax
2023 ~ 2026",215316,"189cm / 6'2""",84kg / 185lbs,Right,82,GK,0,€20.5M,€18K,€28.7M,91,12,15,12,36,16,98,14,19,20,30,15,295,56,52,58,79,50,257,60,65,42,73,17,145,26,21,12,62,24,61,45,15,13,17,405,82,79,80,81,83,1336,459,3,82,79,80,83,54
18 F. Callejo LM,24,65,67,"Colón
2013 ~ 2022",215356,"170cm / 5'7""",67kg / 148lbs,Right,64,LM,2,€675K,€4K,€1.1M,290,57,60,59,65,49,279,65,50,46,55,63,378,82,81,76,56,83,311,70,80,63,42,56,271,59,49,59,58,46,50,78,30,25,23,57,9,10,13,16,9,1664,354,1,81,60,59,66,35
B. Petković ST CAM,27,75,75,"Dinamo Zagreb
2018 ~ 2024",215455,"193cm / 6'4""",88kg / 194lbs,Right,76,CAM,0,€6M,€1K,€13.2M,375,66,73,79,81,76,383,79,69,76,75,84,331,69,75,73,67,47,375,83,77,68,90,57,304,48,23,63,84,86,79,108,38,41,29,59,11,15,9,14,10,1935,413,1,72,72,77,78,39
